ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: rank_math_internal_links_processed","Meta: _deal_sales_counts","Meta: _deal_quantity","Meta: mf_pbt_product_ids","Meta: martfury_pbt_discount_all","Meta: martfury_pbt_checked_all","Meta: martfury_pbt_quantity_discount_all","Meta: _last_editor_used_jetpack","Meta: _wp_page_template","Meta: qwc_enable_quotes","Meta: qwc_display_prices","Meta: _wa_order_phone_number","Meta: _wa_order_button_text","Meta: _wa_order_custom_message","Meta: _hide_wa_button","Meta: _hide_atc_button","Meta: _force_show_atc_button","Meta: _diza_attribute_select","Meta: _diza_single_layout_select","Meta: _product_size_guide_image","Meta: diza_post_views_count","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_primary_yith_product_brand","Meta: _yoast_wpseo_focuskw","Meta: _yoast_wpseo_title","Meta: _yoast_wpseo_metadesc","Meta: _yoast_wpseo_linkdex","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: rank_math_seo_score","Meta: video_position","Meta: custom_badges_text","Meta: _is_new","Meta: _rank_math_gtin_code","Meta: rank_math_primary_product_cat","Meta: rank_math_primary_product_brand","Meta: _eael_post_view_count","Meta: wcboost_compare_count","Meta: wcboost_compare_addition","Meta: wcboost_compare_time","Meta: rs_page_bg_color","Meta: pageview","Meta: kft_prod_left_sidebar","Meta: kft_prod_right_sidebar","Meta: newts_product_brand","Meta: newts_product_brand_parent","Meta: _ajax_nonce-add-ts_product_brand","Meta: ts_prod_layout","Meta: ts_prod_left_sidebar","Meta: ts_prod_right_sidebar","Meta: ts_prod_custom_tab","Meta: ts_prod_custom_tab_title","Meta: ts_prod_custom_tab_content","Meta: ts_bg_breadcrumbs","Meta: ts_prod_video_url","Meta: ts_prod_360_gallery","Meta: ts_prod_size_chart","Meta: _wcct_goaldeal_stock_11879_1705449600_1705968000","Meta: _g_feedback_shortcode_5907c543eb3f92f6ab4aaafc29d65763863de758","Meta: _wp_old_date","Meta: _wxr_import_user_slug","Meta: _oembed_f278ca7d620883450a875bb1e3926693","Meta: _oembed_time_f278ca7d620883450a875bb1e3926693","Meta: _product_url","Meta: _button_text","Meta: _g_feedback_shortcode_05aa4f565bd214491ea2b5358ba462052aecd130","Meta: ts_show_page_title","Meta: woosb_total_limits_min","Meta: woosb_total_limits_max","Meta: _sale_price_times_from","Meta: _sale_price_times_to","Meta: _woo_ctr_select_countdown_timer","Meta: _woo_ctr_enable_progress_bar","Meta: _woo_ctr_progress_bar_goal","Meta: _woo_ctr_progress_bar_initial","Meta: _oembed_e472ad1df0e99dbd882b0b630fc3a49d","Meta: _oembed_time_e472ad1df0e99dbd882b0b630fc3a49d","Meta: _wp_desired_post_slug","Meta: _oembed_314e57a0103f60c96b99d7fbe5207fb3","Meta: _oembed_time_314e57a0103f60c96b99d7fbe5207fb3","Meta: woosb_disable_auto_price","Meta: woosb_discount","Meta: woosb_discount_amount","Meta: woosb_shipping_fee","Meta: woosb_optional_products","Meta: woosb_manage_stock","Meta: woosb_limit_each_min","Meta: woosb_limit_each_max","Meta: woosb_limit_each_min_default","Meta: woosb_limit_whole_min","Meta: woosb_limit_whole_max","Meta: woosb_total_limits","Meta: woosb_exclude_unpurchasable","Meta: woosb_layout","Meta: product_features_desc","Meta: rank_math_analytic_object_id","Meta: wcboost_compare_removal","Meta: rank_math_focus_keyword","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _elementor_edit_mode","Meta: _elementor_template_type","Meta: _elementor_version","Meta: _elementor_pro_version","Meta: _elementor_data","Meta: _eael_custom_js","Meta: _elementor_element_cache","Meta: rank_math_title","Meta: rank_math_description","Meta: rank_math_shortcode_schema_s-66d08d566c7db","Meta: rank_math_shortcode_schema_s-57c41286-639a-4e38-a25a-5a403c201606","Meta: rank_math_pillar_content"
\n• This digital thermometer stores the last measured temperature, allowing users to track changes over time.
\n• This consists of a fever alarm that notifies users when the measured temperature exceeds a certain temperature.
\n• It is a flexible or waterproof probe for added comfort and convenience.
\n• To conserve battery life, this digital omron thermometer has an automatic shut-off feature that turns the device off after a period of inactivity
\n</span>",,,taxable,,1,,,0,0,,,,,1,,,0,"Personal Healthcare > Thermometers, Diagnostic Equipments",,,https://citiscientific.com/wp-content/uploads/2023/11/Digital-thermometer-omron-ecotemp-smart-10-sec.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,8,1,,0,,1031,0,3933,9638,9649,1754947188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,8882,,,,,
6283,simple,,,"Foot Step Double Quality",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Double-step design for reaching higher surfaces.
\n•        Non-slip surface for safety.
\n•        Suitable for use in medical or laboratory settings.",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/foot-step-double-quality.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,12,1,,0,,339,0,3812,6487,6495,1754942378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,5898,,,,,
6284,simple,,,"Color Doppler Ultrasound Machine Model M10 made in China",1,0,visible,,"""PRODUCT DESCRIPTION:
\n•        Color Doppler imaging for detailed vascular studies.
\n•        High-resolution imaging for accurate diagnostics.
\n•        Comprehensive imaging modes for versatile use.
\n•        User-friendly interface with intuitive controls.
\n•        Portable design for flexibility in medical settings.
\n•        Compatible with a variety of transducers.
\n""",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Electromedical Equipments > Ultrasound Machines",,,https://citiscientific.com/wp-content/uploads/2023/11/Color-Doppler-Ultrasound-Machine-Model-M10.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,281,0,4513,10319,10333,1754948458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,9326,,,,,
6287,simple,,,"Hearing Aid Model 20dx Rionet",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Digital signal processing for clear sound quality.
\n•        Multiple channels for fine-tuning amplification.
\n•        Directional microphones for focusing on specific sounds.
\n•        It has tinnitus masking features.
\n•        Feedback management for reduced whistling.
\n•        Bluetooth connectivity in some models.
\n•        Rechargeable battery options.
\n•        Customizable fit for comfort.",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Diagnostic Equipments > Hearing Aids",,,https://citiscientific.com/wp-content/uploads/2023/11/hearing-aid-model-20dx-Rionet.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,281,0,4653,6462,6475,1754940324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,5798,,,,,
6290,simple,,,"lead gloves",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Radiation protection gloves for shielding hands.
\n• Made from lead material for effective radiation blocking.
\n• Flexible and comfortable design for ease of use",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments, Electromedical Equipments > X rays",,,https://citiscientific.com/wp-content/uploads/2023/11/Lead-Gloves.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,533,0,3776,5877,5892,1754942366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,5259,,,,,
6295,simple,,,"X ray protection glasses 0 point 5mmpb",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Lead-lined glasses for eye protection against radiation.
\n• 0.5mm lead equivalence for effective shielding.
\n• Comfortable to wear for extended periods.
\n• Goggle with Side X-ray Safety:
\n• Protective goggles with side shields for comprehensive eye protection.
\n• Designed to shield the eyes from lateral radiation exposure.
\n• Lead-lined for effective radiation blocking.",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments, Electromedical Equipments > X rays",,,https://citiscientific.com/wp-content/uploads/2023/11/ray-protection-glasses-0-point-5mmpb.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,16,1,,0,,533,0,4103,6207,6222,1754937587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,5450,,,,,
6302,simple,,,"Xray viewer box triple model ACV III Accurra",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Triple-view X-ray viewer for radiographic images.
\n• Adjustable brightness for optimal image viewing.
\n• Compact and durable design
\n• Suitable for various X-ray film sizes.",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments, Electromedical Equipments > X rays",,,https://citiscientific.com/wp-content/uploads/2023/11/Xray-viewer-box-triple-model-ACV-III-Accurra.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,533,0,4574,6137,6155,1754942931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,5466,,,,,
6310,simple,,,"Kendrick Extraction Device (KED) Full Body Roll Splint",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	DESCRIPTION full-body splint for spinal immobilization.
\n•	Used for extrication and transport of patients.
\n•	Adjustable and customizable for various body sizes.
\n•	Straps and fasteners for secure immobilization.",,,taxable,,1,,,0,0,,,,,1,,,0,"Physiotherapy Products > Spinal Lumbar Care, Physiotherapy Products",,,https://citiscientific.com/wp-content/uploads/2023/11/Kendrick-Extriction-Device-KED-Full-Body-Roll-Splint.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,8,1,,0,,703,0,4729,6715,6723,1754937089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,6059,,,,,
6329,simple,,,"OT Table 3001 A China Made",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Surgical operating table for various procedures.
\n•        Adjustable height, tilt, and positioning features.
\n•        Consists of radiolucent tabletop for X-ray imaging.
\n•        Easy-to-clean surface.
\n•        Durable construction.
\n•        Controlled by a hydraulic or electric system.
\n",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/OT-Table-3001-A-China-Made.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,339,0,4064,6481,6487,1754913192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,5791,,,,,
6331,simple,,,"Lead Collar",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Radiation protection collar to shield the neck area.
\n• Made from lead material for effective radiation blocking.
\n• Adjustable and comfortable fit for the wearer.",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments, Electromedical Equipments > X rays",,,https://citiscientific.com/wp-content/uploads/2023/11/Lead-Collar-1.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,533,0,3492,6055,6069,1754945589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,5659,,,,,
6338,simple,,,"LED Apron Single 0.5mm",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Lead-lined apron for radiation protection.
\n• 0.5mm lead equivalence for effective shielding.
\n• Single-sided for ease of use.
\n• Adjustable straps for a comfortable fit.",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments, Electromedical Equipments > X rays",,,https://citiscientific.com/wp-content/uploads/2023/11/LED-Apron-Single-0-Point-5mm-Korea-Made-1.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,11,1,,0,,533,0,4561,6336,6351,1754940365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,5758,,,,,
6339,simple,,,"CPAP Machine Philips REM Star SE Made in the USA",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Continuous Positive Airway Pressure (CPAP) machine for sleep apnea therapy.
\n•        Designed for home use.
\n•        Pressure adjustment settings for individual comfort.
\n•        Integrated humidifier for added comfort.
\n•        Compact and portable design.
\n•        Compliance tracking and data recording features.
\n",,,taxable,,1,,,0,0,,,,,1,,,0,"Respiratory Care",,,https://citiscientific.com/wp-content/uploads/2023/11/CPAP-Machine-Philips-REM-Star-SE-Made-in-the-USA.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,272,0,3791,4942,4947,1754935655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,4478,,,,,
6341,simple,,,"Leo 3000D1 Laptop Ultrasound Scanner",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	Portable ultrasound scanner with laptop design.
\n•	High-resolution imaging for detailed diagnostics.
\n•	Doppler capabilities for vascular assessments.
\n•	Lightweight and compact for easy transport.
\n•	User-friendly interface with touch-screen controls.
\n•	Multiple imaging modes for various applications.",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Electromedical Equipments > Ultrasound Machines",,,https://citiscientific.com/wp-content/uploads/2023/11/LEO-3000D1-Laptop-Ultrasound-Scanner-1.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,281,0,3978,2723,2728,1754897591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,2296,,,,,
6343,simple,,,"Mayo Trolley Over OT Table",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	Mobile trolley designed to hold instruments during surgical procedures.
\n•	Adjustable height for convenience
\n•	Stainless steel construction for easy cleaning and sterilization.
\n•	Tray or platform for holding instruments and medical tools during surgery.",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/mayo-trolley-over-ot-table.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,339,0,4087,6484,6488,1754942084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,5821,,,,,
6351,simple,,,"Stretcher Auto Load For Ambulance Car China",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Auto-loading stretcher for efficient use in ambulances.
\n•        Designed for easy loading and unloading of patients.
\n•        Secure and stable for patient transport.
\n•        Durable construction for emergencies.",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/Stretcher-Auto-Load-for-Ambulance-Car-China.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,339,0,3297,6600,6606,1754908923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,6003,,,,,
6358,simple,,,"Oxygen Cylinder Trolley (Original China)",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	Designed to securely hold and transport oxygen cylinders.
\n•	Sturdy construction for stability.
\n•	Wheels for easy mobility.
\n•	Securing mechanism for the oxygen cylinder.
\n•	Suitable for medical facilities and emergency response.",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/Oxygen-Cylender-Trolley-Orignal-China.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,339,0,4112,6563,6568,1754944699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861,5916,,,,,
6361,simple,,,"Strecther trolley with wheel s.s",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Stainless steel construction for durability and easy cleaning.
\n•        Wheeled design for easy mobility.
\n•        Adjustable height for patient transfer
\n•        Safety rails to secure the patient during transport.
\n•        Brake system for stability when stationary.
\n•        Head and foot sections for patient comfort.
\n•        Bowl Stainless Steel Round Shape:
\n•        Stainless steel material for durability and hygiene.
\n•        Round shape for ease of use.
\n•        Suitable for holding and transporting medical instruments or liquids.
\n•        Easy to clean and sterilize.
\n",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/Stretcher-Trolley-with-Wheel-S.S-Top-1.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,339,0,4340,6706,6710,1754923900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,6036,,,,,
6362,simple,,,"Patient Shifting Sheet",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	Durable sheet for shifting and transferring patients
\n•	Handles for easy gripping and maneuvering.
\n•	Helps in repositioning or transferring patients safely.
\n•	Easy to clean and maintain.",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/Patient-Shifting-Sheet.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,11,1,,0,,339,0,3866,6472,6477,1754947722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,5776,,,,,,,,,
6365,simple,,,"Emergency Recover Bed Hydraulic Coach",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Hydraulic system for adjustable height.
\n• Sturdy construction for patient stability.
\n• Head and foot adjustments for patient comfort
\n• Safety rails for patient security.
\n• Suitable for emergency and recovery situations.",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care > Hospital Furniture, Hospital Care",,,https://citiscientific.com/wp-content/uploads/2023/11/emergency-recover-bed-hydraulic-coach.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,11,1,,0,,340,0,3847,6814,6819,1754939706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,6074,,,,,,,,,
6366,simple,,,"Phototherapy Lamp Infant Model XHZ 90",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	Efficient blue light source for phototherapy treatment
\n•	Adjustable height and angle for proper positioning
\n•	Compact and lightweight design.
\n•	Easy to operate and clean
\n•	Uniform light distribution for effective treatment.
\n•	Safety features to protect the infant.
\n•	Integrated controls for intensity adjustment.",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments, Electromedical Equipments > Phototherapy lights",,,https://citiscientific.com/wp-content/uploads/2023/11/phototherapy-lamp-infant-model-xhz-90.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,533,0,4396,6173,6189,1754949455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,5459,,,,,,,,,
6370,simple,,,"Phototherpay Unit B100 Without Timer",1,0,visible,,"PRODUCT DESCRIPTION
\n•        Compact design for easy placement.
\n•        High-intensity blue light for effective phototherapy.
\n•        Adjustable height and angle for optimal positioning.
\n•        Without a timer indicates a continuous operation without an automatic timer function.
\n•        Built-in safety features to protect the infant.
\n•        Easy to clean and maintain.",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments, Electromedical Equipments > Phototherapy lights",,,https://citiscientific.com/wp-content/uploads/2023/11/phototherapy-light-bt400-bistos.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,533,0,4421,6195,6207,1754940858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,5482,,,,,,,,,
6374,simple,,,"Siemens Hearing Aid Amiga",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Digital signal processing for improved sound quality.
\n• Different hearing programs for various listening environments
\n• Feedback suppression to reduce whistling or squealing sounds
\n• Directional microphones for focusing on specific sounds
\n• Volume control for user customization.
\n• Tinnitus masking features for individuals with tinnitus
\n• Telecoil compatibility for enhanced telephone use.
\n• Discreet and ergonomic design for comfort and aesthetics.",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Diagnostic Equipments > Hearing Aids",,,https://citiscientific.com/wp-content/uploads/2023/11/siemens-hearing-aid-amiga.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,281,0,3048,1125,1126,1754943706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,700,,,,,,,,,
6378,simple,,,"Drip Stand",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Two-pin design for hanging IV bags.
\n• Adjustable height for customized use.
\n• Stable base for balance and support.
\n• Wheels for easy movement within a medical facility.
\n• Hooks or hangers for multiple IV bags.",,,taxable,,1,,,0,0,,,,,1,,,0,"Hospital Care > Hospital Furniture",,,https://citiscientific.com/wp-content/uploads/2023/11/drip-stand.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,14,1,,0,,340,0,4306,999,999,1754389852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,,,,,,,,,,
6395,simple,,,"Tympanometer Model PMS 400 Denmark",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	Measures middle ear function and impedance.
\n•	Tympanometry for assessing eardrum and middle ear conditions.
\n•	Automatic and manual test modes.
\n•	High-frequency probe tones for enhanced accuracy.
\n•	Real-time monitoring of pressure changes.
\n•	Data storage and retrieval capabilities.
\n•	Compact and portable design.",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Electromedical Equipments > Ultrasound Machines",,,https://citiscientific.com/wp-content/uploads/2023/11/tympanometer-model-pms-400-denmark.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,281,0,3775,2301,2303,1754940460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,2006,,,,,,,,,
6398,simple,,,"WT1 Digital Thermometer with SS Probe",1,0,visible,,"PRODUCT DESCRIPTION:
\n• A clear and easy-to-read digital display for showing temperature readings.
\n• It typically has a specified temperature range in which it can accurately measure.
\n• High accuracy is a standard feature for digital thermometers.
\n• This use of stainless steel for the probe is common due to its durability, corrosion resistance, and ease of cleaning.
\n• Quick response time for obtaining temperature readings.
\n• This digital thermometer has a memory function that records the minimum and maximum temperatures measured.
\n• A feature allowing users to freeze the display to easily read the temperature.",,,taxable,,1,,,0,0,,,,,1,,,0,"Laboratory Equipments",,,https://citiscientific.com/wp-content/uploads/2023/11/wt1-digital-thermometer-with-ss-probe.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,281,0,3748,7846,7851,1754947953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,7017,,,,,,,,,
6399,simple,,,"ECG Trolley Pak Made",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Trolley designed to hold and transport ECG machines.
\n• Adjustable height for convenience.
\n• Wheels for easy mobility.
\n• Additional storage space for ECG accessories.
\n• Cable management features",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments > ECG Machines, Electromedical Equipments",,,https://citiscientific.com/wp-content/uploads/2023/11/ecg-trolley.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,59,1,,0,,614,0,4045,3977,3997,1754938417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,3390,ecg,,,,,,,,
6402,simple,,,"X-ray Film Cassette PLB",1,0,visible,,"PRODUCT DESCRIPTION:
\n•	Radiolucent cassette for X-ray film.
\n•	Durable construction for repeated use.
\n•	Designed for various imaging applications.
\nLED Apron Single 0.5mm:
\nPRODUCT DESCRIPTION:
\n•	Lead-lined apron for radiation protection.
\n•	0.5mm lead equivalence for effective shielding.
\n•	Single-sided for ease of use.
\n•	Adjustable straps for a comfortable fit.",,,taxable,,1,,,0,0,,,,,1,,,0,"Electromedical Equipments",,,https://citiscientific.com/wp-content/uploads/2023/11/X-Ray-Film-Cassette-PLB.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,533,0,3834,5885,5904,1754947590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,5204,,,,,,,,,
6403,simple,,,"Audiometere Oscilla sm960",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Pure-tone and speech audiometry capabilities
\n•        Frequency-specific testing for precise hearing assessment.
\n•        Air and bone conduction testing.
\n•        Masking capabilities for eliminating cross-hearing
\n•        Speech testing and speech discrimination measurements
\n•        Automatic and manual audiometry modes.
\n•        Data storage and analysis features
\n•        Portable and easy-to-use design
\n",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Diagnostic Equipments > Hearing Aids",,,https://citiscientific.com/wp-content/uploads/2023/11/audiometere-oscilla-sm960.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,10,1,,0,,281,0,3763,997,997,1754914347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,,,,,,,,,,
6406,simple,,,"F163 Hearing Aid",1,0,visible,,"PRODUCT DESCRIPTION:
\n•        Small and discreet design.
\n•        Digital signal processing for improved sound quality.
\n
\n•        Multiple hearing programs for various listening environments
\n•        Feedback cancellation for reduced whistling.
\n•        Volume control for user customization.
\n•        Battery-saving features for extended usage.
\n•        Adaptive noise reduction for improved speech understanding.
\n",,,taxable,,1,,,0,0,,,,,1,,,0,"Diagnostic Equipments, Diagnostic Equipments > Hearing Aids",,,https://citiscientific.com/wp-content/uploads/2023/11/f163-hearing-aid.jpg,,,,,,,,,0,,1,0,,0,0,no,2,,,,,test,,,no,no,no,,,,,,,,,,,,,7,1,,0,,281,0,3570,1208,1208,1754932963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,,,,,,,,,,
6414,simple,,,"Baby Warmer YDW 2",1,0,visible,,"PRODUCT DESCRIPTION:
\n• Microprocessor-controlled temperature regulation.
